Title,Address,City,Price,Bedroom,Bathroom,Floors,Parking,Face,Year,Views,Area,Road,Road Width,Road Type,Build Area,Posted,Amenities,Area_Aana,PricePerAana
"House For Sale In Kalanki, Kathmandu","Durga Nagar Colony, Kalanki, Kathmandu",Kathmandu,41500000,8,7,3.0,0,East,,654,0-7-5-0 Aana,14 Feet,14 Feet,,3300 Sq. Feet,1 year ago,[],2.0625,20121212.12121212
"House For Sale In Dadikot, Bhaktapur","Dadikot, Dadikot, Bhaktapur",Bhaktapur,22500000,12,4,,0,South,,291,4 Aana,20 Feet,20 Feet,,2610 Sq. Feet,1 year ago,[],4.0,5625000.0
"Land For Sale In Hattigauda, Kathmandu","Near Itali Chowk, Hattigauda, Kathmandu",Kathmandu,5500000,0,0,,0,South East,,281,0-7-0-0 Aana,20 Feet,20 Feet,,N/A Sq. Feet,1 year ago,[],1.75,3142857.1428571427
"House For Sale In Thapathali, Kathmandu","Thapathali, Thapathali, Kathmandu",Kathmandu,40100000,5,2,2.0,0,East,,622,0-4-3-3 Aana,14 Feet,14 Feet,,N/A Sq. Feet,1 year ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",1.234375,32486075.949367087
"Land For Sale In Hattigauda, Kathmandu","Near VDC, Hattigauda, Kathmandu",Kathmandu,1800000,0,0,,0,South East,,371,0-15-0-0 Aana,16 Feet,16 Feet,,N/A Sq. Feet,1 year ago,[],3.75,480000.0
"Office Space For Rent In Chabahil, Kathmandu","Near Dhumbarahi, Chabahil, Kathmandu",Kathmandu,975000,0,0,2.0,0,West,,266,12000 Sq. Feet,20 Feet,20 Feet,,N/A Sq. Feet,1 year ago,[],35.06208911614317,27807.8125
"Land For Sale In Durbar Marg, Kathmandu","Near ACE Travel, Durbar Marg, Kathmandu",Kathmandu,13000000,0,0,,0,North,,411,0-11-5-0 Aana,17 Feet,17 Feet,,N/A Sq. Feet,1 year ago,[],3.0625,4244897.959183673
"Land For Sale In Tripureshwor, Kathmandu","Near Bluebird, Tripureshwor, Kathmandu",Kathmandu,13500000,0,0,,0,North East,,245,0-17-3-0 Aana,20 Feet,20 Feet,,N/A Sq. Feet,1 year ago,[],4.4375,3042253.5211267606
"Land For Sale In Durbar Marg, Kathmandu","Durbarmarg, Durbar Marg, Kathmandu",Kathmandu,13000000,0,0,,0,South East,,247,0-80-0-0 Aana,20 Feet,20 Feet,,N/A Sq. Feet,1 year ago,[],20.0,650000.0
"House For Rent In Mandikatar, Kathmandu","Mandikatar, Mandikatar, Kathmandu",Kathmandu,150000,4,3,3.0,3,West,,261,0-16-0-0 Aana,13 Feet,13 Feet,,N/A Sq. Feet,1 year ago,"['Balcony', 'TV Cable', 'Wifi', 'Water Supply', 'Water Tank']",4.0,37500.0
"Land For Sale In Hattigauda, Kathmandu","Hattigauda, Hattigauda, Kathmandu",Kathmandu,2500000,0,0,,0,North East,,744,0-6-0-0 Aana,12 Feet,12 Feet,,N/A Sq. Feet,1 year ago,[],1.5,1666666.6666666667
"MULPANI : House For Sale In Mulpani, Kathmandu","nearby greenhill city, Mulpani, Kathmandu",Kathmandu,16500000,5,3,3.0,1,North,2073.0,7.4K,0-3-0-0 Aana,10 Feet,10 Feet,,650 Sq. Feet,1 year ago,"['Garage', 'Balcony', 'Fencing', 'Modular Kitchen', 'Drainage', 'Water Tank', 'Water Well']",0.75,22000000.0
"Land For Sale In Basbari, Kathmandu","Dharapati, Basbari, Kathmandu",Kathmandu,2700000,0,0,,0,South,,318,0-60-0-0 Aana,12 Feet,12 Feet,,N/A Sq. Feet,1 year ago,[],15.0,180000.0
"Land For Sale In Baluwatar, Kathmandu","Near PM House, Baluwatar, Kathmandu",Kathmandu,4800000,0,0,,0,South East,,328,0-11-5-0 Aana,12 Feet,12 Feet,,N/A Sq. Feet,1 year ago,[],3.0625,1567346.9387755103
"Land For Sale In Chapali, Kathmandu","Bhangal, Chapali, Kathmandu",Kathmandu,1850000,0,0,,0,North East,,498,20 Aana,15 Feet,15 Feet,,N/A Sq. Feet,1 year ago,[],20.0,92500.0
"Land For Sale In Sanepa, Lalitpur","Sanepa Height, Sanepa, Lalitpur",Lalitpur,6800000,0,0,,0,East,,685,0-6-0-0 Aana,15 Feet,15 Feet,,N/A Sq. Feet,1 year ago,[],1.5,4533333.333333333
"Apartment For Rent In Bishal Nagar, Kathmandu","Central park, Bishal Nagar, Kathmandu",Kathmandu,95000,2,2,,0,North,,447,1000 Sq. Feet,20 Feet,20 Feet,,N/A Sq. Feet,1 year ago,[],2.9218407596785974,32513.75
"Land For Sale In Thankot, Kathmandu","Chandragiri, Thankot, Kathmandu",Kathmandu,1750000,0,0,,0,South East,,384,8-0-0-0 Ropani,20 Feet,20 Feet,,N/A Sq. Feet,1 year ago,[],128.0,13671.875
"House For Sale In Dhumbarahi, Kathmandu","Dhumbarahi Main chowk, Dhumbarahi, Kathmandu",Kathmandu,55000000,0,0,2.0,0,West,,484,0-4-5-0 Aana,20 Feet,20 Feet,,N/A Sq. Feet,1 year ago,[],1.3125,41904761.9047619
"Land For Sale In Chundevi, Kathmandu","Chundevi, Chundevi, Kathmandu",Kathmandu,6000000,0,0,,0,South East,,441,0-4-0-0 Aana,12 Feet,12 Feet,,N/A Sq. Feet,1 year ago,[],1.0,6000000.0
"Office Space For Rent In Nag Pokhari, Kathmandu","Nag pokhri, Nag Pokhari, Kathmandu",Kathmandu,270000,0,0,,0,South East,,272,2000 Sq. Feet,20 Feet,20 Feet,,N/A Sq. Feet,1 year ago,[],5.843681519357195,46203.75
"Land For Sale In Bhangal, Kathmandu","Bhangal, Bhangal, Kathmandu",Kathmandu,1600000,0,0,,0,South East,,376,2-0-0-0 Ropani,15 Feet,15 Feet,,N/A Sq. Feet,1 year ago,[],32.0,50000.0
"Land For Sale In Budhanilkantha, Kathmandu","Washi, Budhanilkantha, Kathmandu",Kathmandu,2100000,0,0,,0,East,,288,1-0-0-0 Ropani,15 Feet,15 Feet,,N/A Sq. Feet,1 year ago,[],16.0,131250.0
"Land For Sale In Budhanilkantha, Kathmandu","Siddhartha Colony, Budhanilkantha, Kathmandu",Kathmandu,2600000,0,0,,0,North East,,442,0-4-0-0 Aana,20 Feet,20 Feet,,N/A Sq. Feet,1 year ago,[],1.0,2600000.0
"Land For Sale In Dakshinkali, Kathmandu","Dakshinkali, Dakshinkali, Kathmandu",Kathmandu,3200000,0,0,,0,South East,,318,2-0-0-0 Ropani,0 Feet,0 Feet,,N/A Sq. Feet,1 year ago,[],32.0,100000.0
"Land For Sale In Budhanilkantha, Kathmandu","Budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,2500000,0,0,,0,South East,,302,0-5-0-0 Aana,12 Feet,12 Feet,,N/A Sq. Feet,1 year ago,[],1.25,2000000.0
"House For Sale In Dhapasi, Kathmandu","Near grande hospital, Dhapasi, Kathmandu",Kathmandu,26000000,4,3,3.0,0,West,,382,0-5-5-0 Aana,15 Feet,15 Feet,,N/A Sq. Feet,1 year ago,"['Garden', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",1.5625,16640000.0
"Land For Sale In Putalisadak, Kathmandu","Near Star Mall, Putalisadak, Kathmandu",Kathmandu,5100000,0,0,,0,East,,483,0-3-2-0 Aana,13 Feet,13 Feet,,N/A Sq. Feet,1 year ago,[],0.875,5828571.428571428
"House For Rent In Naxal, Kathmandu","Near bhatbhaten, Naxal, Kathmandu",Kathmandu,400000,0,0,,0,South,,383,24 Aana,20 Feet,20 Feet,,N/A Sq. Feet,1 year ago,"['Balcony', 'Frontyard', 'Drainage', 'Water Supply', 'Water Tank']",24.0,16666.666666666668
"Office Space For Rent In Hadigaun, Kathmandu","Near Tangal, Hadigaun, Kathmandu",Kathmandu,160000,4,3,3.0,1,South,,344,20 Aana,15 Feet,15 Feet,,N/A Sq. Feet,1 year ago,"['Balcony', 'Frontyard', 'Drainage', 'Water Supply', 'Water Tank']",20.0,8000.0
"House For Sale In Harisiddhi, Lalitpur","Harisiddhi, Harisiddhi, Lalitpur",Lalitpur,33000000,8,7,3.5,2,East,2075.0,13.3K,7.1 Aana,10 Feet,10 Feet,,3400 Sq. Feet,1 year ago,"['Garage', 'Backyard', 'Fencing', 'Frontyard', 'Garden', 'TV Cable', 'Drainage', 'Water Supply', 'Solar Water', 'Water Well']",7.0,4714285.714285715
"House For Rent In Grande Villa, Kathmandu","Tokha, Grande Villa, Kathmandu",Kathmandu,45000,4,3,2.0,1,East,,496,4 Aana,0 Feet,0 Feet,,N/A Sq. Feet,1 year ago,"['Balcony', 'Frontyard', 'Drainage', 'Water Supply', 'Water Tank']",4.0,11250.0
"House For Rent In Naxal, Kathmandu","Tangal, Naxal, Kathmandu",Kathmandu,250000,4,3,2.0,1,West,,295,24 Aana,20 Feet,20 Feet,,N/A Sq. Feet,1 year ago,"['Balcony', 'Frontyard', 'Modular Kitchen', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",24.0,10416.666666666666
"House For Rent In Baluwatar, Kathmandu","Near Russian Embassy, Baluwatar, Kathmandu",Kathmandu,525000,5,5,3.0,1,East,,392,3000 Sq. Feet,16 Feet,16 Feet,,N/A Sq. Feet,1 year ago,"['Balcony', 'Frontyard', 'Garden', 'Modular Kitchen', 'Drainage', 'Water Supply', 'Water Tank']",8.765522279035793,59893.75
"House For Rent In Hattigauda, Kathmandu","Hattigauda Chowk, Hattigauda, Kathmandu",Kathmandu,55000,0,2,2.0,1,East,,682,2000 Sq. Feet,15 Feet,15 Feet,,N/A Sq. Feet,1 year ago,"['Balcony', 'Frontyard', 'Drainage', 'Water Supply', 'Water Tank']",5.843681519357195,9411.875
"House For Rent In Lazimpat, Kathmandu","Near Radisson Hotel, Lazimpat, Kathmandu",Kathmandu,350000,0,0,,0,South East,,279,1-8-0-0 Ropani,20 Feet,20 Feet,,N/A Sq. Feet,1 year ago,"['Balcony', 'Frontyard', 'Drainage', 'Water Supply', 'Water Tank']",16.0,21875.0
"House For Sale In Hattigauda, Kathmandu","Budhanilkantha, Hattigauda, Kathmandu",Kathmandu,55000000,4,4,2.0,2,East,2066.0,7.1K,0-7-2-0 Aana,13 Feet,13 Feet,,N/A Sq. Feet,1 year ago,"['Backyard', 'Balcony', 'Frontyard', 'Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well']",1.875,29333333.333333332
"Land For Rent In Chabahil, Kathmandu","Gaurighat, Chabahil, Chabahil, Kathmandu",Kathmandu,350000,14,4,,10,South,2009.0,1.2K,35 Aana,20 Feet,20 Feet,,N/A Sq. Feet,1 year ago,"['Garage', 'Backyard', 'Fencing', 'Frontyard', 'Water Supply']",35.0,10000.0
"Business For Sale In Pokhara, Pokhara","Near, Tika Resort, Pokhara, Pokhara",Pokhara,3500000,0,0,,0,South East,,1.6K,2900 Sq. Feet,20 Feet,20 Feet,,N/A Sq. Feet,1 year ago,"['Frontyard', 'Wifi', 'Drainage', 'Water Supply']",8.473338203067932,413060.3448275862
"Land For Sale In Ravi Bhawan, Kathmandu","Near Lincoln School, Ravi Bhawan, Kathmandu",Kathmandu,5500000,0,0,,0,East,,437,0-11-0-0 Aana,13 Feet,13 Feet,,N/A Sq. Feet,1 year ago,[],2.75,2000000.0
"Land For Sale In Chandol, Kathmandu","Kundalini, Chandol, Kathmandu",Kathmandu,4500000,0,0,,0,South,,399,0-7-0-0 Aana,13 Feet,13 Feet,,N/A Sq. Feet,1 year ago,[],1.75,2571428.5714285714
"CIVIL HOMES PHASE III : House For Rent In Kalanki, Kathmandu","Tinthana, Kalanki, Kathmandu",Kathmandu,100000,6,3,5.0,2,East,2067.0,2.4K,0-7-2-0 Aana,20 Feet,20 Feet,,1900 Sq. Feet,1 year ago,"['Lawn', 'Garage', 'Backyard', 'Balcony', 'Fencing', 'Frontyard', 'Garden', 'Gym', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water']",1.875,53333.333333333336
"Business For Sale In Dhading, Dhading","Charaudi, Benighat Rorang Gaupalika, Dhading, Dhading",Dhading,62000000,0,0,,0,South,,330,4-3-0-0 Ropani,25 Feet,25 Feet,,N/A Sq. Feet,1 year ago,[],64.0,968750.0
"House For Rent In Hattiban, Lalitpur","Nearby, Nepal Cancer Hospital, Hattiban, Lalitpur",Lalitpur,1000001,0,0,,0,South East,,312,2000 Sq. Feet,9 Meter,9 Meter,,N/A Sq. Feet,1 year ago,[],5.843681519357195,171125.17112500002
"Land For Sale In Lazimpat, Kathmandu","Bigmart, Lazimpat, Kathmandu",Kathmandu,15000000,0,0,,0,East,,1.2K,0-9-0-0 Aana,11 Meter,11 Meter,,N/A Sq. Feet,1 year ago,[],2.25,6666666.666666667
"Residential Land At Innovative Colony : Land For Sale In Hattiban, Lalitpur","Hattiban, Hattiban, Lalitpur",Lalitpur,2800000,0,0,,0,South,,2.6K,8 Aana,24 Feet,24 Feet,,2890 Sq. Feet,1 year ago,[],8.0,350000.0
"54 Aana Commercial Land : Land For Sale In Maharajgunj, Kathmandu","Maharajgunj, Maharajgunj, Kathmandu",Kathmandu,5800000,0,0,,0,North,,2.3K,54 Aana,32 Feet,32 Feet,,N/A Sq. Feet,1 year ago,[],54.0,107407.4074074074
"Residential Cum Commercial House : House For Rent In Sanepa, Lalitpur","Sanepa, Sanepa, Lalitpur",Lalitpur,100000,7,3,3.0,2,North East,,4K,8 Aana,15 Feet,15 Feet,,N/A Sq. Feet,1 year ago,"['Lawn', 'Garage', 'Balcony', 'Deck', 'Fencing', 'Frontyard', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply']",8.0,12500.0
"2 Room For Office Purpose : Flat For Rent In Pulchowk, Lalitpur","Hariharbhawan, Pulchowk, Lalitpur",Lalitpur,15500,2,1,,0,South West,,1.8K,300 Sq. Feet,11 Feet,11 Feet,,N/A Sq. Feet,1 year ago,"['Fencing', 'Frontyard', 'Wifi', 'Drainage', 'Water Supply']",0.8765522279035792,17682.916666666668
"Land For Sale In Budhanilkantha, Kathmandu","behind budanilkantha school, Budhanilkantha, Kathmandu",Kathmandu,1500000,0,0,,0,North,,657,5-0-0-0 Ropani,15 Feet,15 Feet,,N/A Sq. Feet,1 year ago,[],80.0,18750.0
"Semi Furnished House : House For Rent In Khumaltar, Lalitpur","Khumaltar, Khumaltar, Lalitpur",Lalitpur,75000,5,5,3.0,3,East,2012.0,6.4K,9 Aana,13 Feet,13 Feet,,N/A Aana,1 year ago,"['Garage', 'Backyard', 'Balcony', 'Deck', 'Fencing', 'Frontyard', 'Garden', 'Modular Kitchen', 'Drainage', 'Water Supply']",9.0,8333.333333333334
"Residential, Good For Investment : Land For Sale In Mulpani, Kathmandu","Mulpani, Mulpani, Kathmandu",Kathmandu,1600000,0,0,,0,North East,,2.4K,0-3-2-0 Aana,13 Feet,13 Feet,,N/A Sq. Feet,1 year ago,[],0.875,1828571.4285714286
"Land For Sale In Mulpani, Kathmandu","Dachii, Mulpani, Kathmandu",Kathmandu,875000,0,0,,0,South East,,673,4 Aana,13 Feet,13 Feet,,N/A Sq. Feet,1 year ago,[],4.0,218750.0
"Apartment For Sale In Jhamsikhel, Lalitpur","jhamsikhel, Jhamsikhel, Lalitpur",Lalitpur,12500000,2,1,1.0,1,East,,6.8K,683 Sq. Feet,20 Feet,20 Feet,,N/A Sq. Feet,1 year ago,"['Balcony', 'Garden', 'Gym', 'Microwave', 'Modular Kitchen', 'Swimming Pool', 'TV Cable', 'Washing Machine', 'Wifi', 'Water Supply', 'Solar Water']",1.995617238860482,6263726.207906296
